Numer KRS,Regon,Nip,Nazwa firmy,Forma prawna,Województwo,Powiat,Gmina,Miejscowość,Ulica,Numer domu,Numer lokalu,Kod pocztowy,Poczta,Numer kierunkowy 1,Telefon 1,Numer kierunkowy 2,Telefon 2,Kierunowy fax,Fax,Kapitał,Data rozpoczęcia działalności,Data powstania,Adres WWW,Adres Email,Główny PKD,Zatrudnienie,PKD 1,PKD 2,PKD 3,Pierwsze imię,Drugie imię,Nazwisko lub Nazwa ,Nazwisko drugi człon,Funkcja,Data wpisania,Column1
i2812390,122453282,5492432706,"OŚRODEK KULTURY, SPORTU I REKREACJI GMINY OŚWIĘCIM",JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,OŚWIĘCIMSKI,OŚWIĘCIM,BRZEZINKA,UL. SPORTOWA,9,,32-600,OŚWIĘCIM,,338431075,,,33,8431075,0,1/1/2012,12/7/2011,www.oksir.gminaoswiecim.pl,,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2820587,357165380,5490005420,DOM KULTURY W KĘTACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,OŚWIĘCIMSKI,KĘTY,KĘTY,UL. ŻWIRKI I WIGURY,2A,,32-650,KĘTY,,338448670,,,,338452710,0,6/26/1992,6/25/1993,www.domkultury.kety.pl,poczta@domkultury.kety.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i6368194,72353060,9372237594,MIEJSKO-GMINNY OŚRODEK KULTURY W WILAMOWICACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,BIELSKI,WILAMOWICE,WILAMOWICE,UL. ST. STASZICA,2,,43-330,WILAMOWICE,,338457345,,,,338457345,0,4/22/1992,4/22/1992,,mgok@wilamowice.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2714050,70679419,5491107789,MIEJSKI OŚRODEK KULTURY SPORTU I REKREACJI W CHEŁMKU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,OŚWIĘCIMSKI,CHEŁMEK,CHEŁMEK,UL. PLAC JANA KILIŃSKIEGO,3,,32-660,CHEŁMEK,,338461296,,,,,0,3/14/1996,3/14/1996,www.moksir.chelmek.pl,moksir@chelmek.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2820582,357886180,5491040499,GMINNE CENTRUM KULTURY W POLANCE WIELKIEJ,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,OŚWIĘCIMSKI,POLANKA WIELKA,POLANKA WIELKA,UL. DŁUGA,61,,32-607,POLANKA WIELKA,,338488459,,,,338488459,0,1/1/2001,11/17/2000,www.gckpolanka,gck@gckpolanka.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2821184,72348000,5481027899,"CIESZYŃSKI OŚRODEK KULTURY ""DOM NARODOWY""",JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,CIESZYŃSKI,CIESZYN,CIESZYN,RYNEK,12,,43-400,CIESZYN,,338511455,,,,338512520,0,1/2/1992,1/2/1992,,sekretariat@domnarodowy.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2821196,240060950,5482434081,"OŚRODEK PROMOCJI, KULTURY I SPORTU GMINY BRENNA",JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,CIESZYŃSKI,BRENNA,BRENNA,UL. MALINOWA,2B,,43-438,BRENNA,,338536550,,,33,8586971,0,4/1/2005,11/21/2004,,opkis@brenna.org.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2714578,70778506,5481583643,"MIEJSKI DOM KULTURY ""PRAŻAKÓWKA""",JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,CIESZYŃSKI,USTROŃ,USTROŃ,UL. IGNACEGO DASZYŃSKIEGO,28,,43-450,USTROŃ,,338542906,,,,338542906,0,1/1/1997,1/1/1997,www.mdk-ustron.ox.pl,mdk-finanse@o2.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i3749989,72358004,5481166690,WIŚLAŃSKIE CENTRUM KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,CIESZYŃSKI,WISŁA,WISŁA,PL. BOGUMIŁA HOFFA,3A,,43-460,WISŁA,,338552967,,,,338552967,0,2/26/1997,2/26/1997,,kultura@wisla.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2821200,72384770,5482314477,"GMINNY OŚRODEK KULTURY, PROMOCJI, INFORMACJI TURYSTYCZNEJ I BIBLIOTEKA PUBLICZNA W ISTEBNEJ",JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,CIESZYŃSKI,ISTEBNA,ISTEBNA,,68,,43-470,ISTEBNA,,338556208,,,,338556208,0,10/1/2000,10/1/2000,,kultura@ug.istebna.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i3135500,72355075,5482197451,GMINNY OŚRODEK KULTURY W CHYBIU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,CIESZYŃSKI,CHYBIE,CHYBIE,UL. BIELSKA,51,,43-520,CHYBIE,,338561099,,,,338561096,0,2/1/1995,2/1/1995,www.gokchybie.ox.pl,gokchybie@ox.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2821188,70674333,5481112205,GMINNY OŚRODEK KULTURY W HAŻLACHU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,CIESZYŃSKI,HAŻLACH,POGWIZDÓW,UL. PÓŁNOCNA,5,,43-418,POGWIZDÓW,,338569768,,,,,0,3/5/1996,1/1/2004,,gok@hazlach.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2714552,72362780,5480077671,MIEJSKO-GMINNY OŚRODEK KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,CIESZYŃSKI,STRUMIEŃ,STRUMIEŃ,UL. MŁYŃSKA,14,,43-246,STRUMIEŃ,,338570174,,,,338570174,0,12/8/1992,12/8/1992,www.emgok.pl,biuro@emgok.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2821190,240922771,5482558328,"GMINNY OŚRODEK KULTURY, SPORTU I TURYSTYKI W DĘBOWCU",JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,CIESZYŃSKI,DĘBOWIEC,ŁĄCZKA,UL. WIDOKOWA,10,,43-426,DĘBOWIEC,,338588351,,,33,8588351,0,6/1/2008,5/6/2008,www.ck.debowiec.com.pl,gok@debowiec.cieszyn.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820699,70736519,5532309120,GMINNY OŚRODEK KULTURY W ŁODYGOWICACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,ŻYWIECKI,ŁODYGOWICE,ŁODYGOWICE,UL. PLAC WOLNOŚCI,5,,34-325,ŁODYGOWICE,,338631086,,,,338631086,0,9/17/1996,1/1/1999,,gok@lodygowice.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820707,72376976,5532309166,GMINNY OŚRODEK KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,ŻYWIECKI,JELEŚNIA,JELEŚNIA,UL. PLEBAŃSKA,1,,34-340,JELEŚNIA,,338636668,,,,,0,6/30/1995,6/30/1995,,jelesniagok@gmail.com,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820709,72688776,5532205018,GMINNY OŚRODEK KULTURY W MILÓWCE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,ŻYWIECKI,MILÓWKA,MILÓWKA,UL. DWORCOWA,1,,34-360,MILÓWKA,,338637399,,,,338637399,0,11/10/2000,4/28/1980,,gok.milowka@interia.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820705,72357973,5532310057,GMINNE CENTRUM KULTURY I TURYSTYKI W KOSZARAWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,ŻYWIECKI,KOSZARAWA,KOSZARAWA,,133,STRAŻNICA W KOSZARAWIE,34-332,KOSZARAWA,,338639412,,,,,0,4/26/1990,4/26/1990,www.gokkoszarawa.pl/,gok@gokkoszarawa.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820708,72682147,5532203137,OŚRODEK PROMOCJI GMINY WĘGIERSKA GÓRKA,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,ŻYWIECKI,WĘGIERSKA GÓRKA,WĘGIERSKA GÓRKA,OSIEDLE XX-LECIA II RP,12,,34-350,WĘGIERSKA GÓRKA,,338642187,,,,,0,1/1/2001,1/1/2001,,,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2820711,72359015,5532308936,CENTRUM KULTURY I SPORTU W RAJCZY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,ŻYWIECKI,RAJCZA,RAJCZA,UL. PARKOWA,2,,34-370,RAJCZA,,338643230,,,,,0,7/17/1980,7/17/1980,www.rajcza.com.pl,gokrajcza@rajcza.com.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820695,72357170,5531749383,GMINNY OŚRODEK KULTURY W GILOWICACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,ŻYWIECKI,GILOWICE,GILOWICE,UL. KRAKOWSKA,40,,34-322,GILOWICE,,338653015,,,,338653020,0,11/21/1992,11/21/1992,,gok@gilowice.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820696,72394336,5532199335,"GMINNY OŚRODEK KULTURY ""JEMIOŁA"" W ŚLEMIENIU",JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,ŻYWIECKI,ŚLEMIEŃ,ŚLEMIEŃ,UL. KRAKOWSKA,124,,34-323,ŚLEMIEŃ,,338654353,,,,,0,1/2/2001,8/11/2000,www.gok-jemiola.xsk.pl,slemien.gok@gmail.com,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820715,72933520,5532308830,"GMINNE CENTRUM KULTURY, PROMOCJI, TURYSTYKI RADZIECHOWY - WIEPRZ",JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,ŻYWIECKI,RADZIECHOWY-WIEPRZ,WIEPRZ,,700,,34-381,RADZIECHOWY,,338674127,,,,338674127,0,1/1/2005,1/1/2005,,biuro@cowkulturze.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820664,357199605,5511164395,"CENTRUM KULTURY,SPORTU I TURYSTYKI W KALWARII ZEBRZYDOWSKIEJ",JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,WADOWICKI,KALWARIA ZEBRZYDOWSKA,KALWARIA ZEBRZYDOWSKA,UL. ADAMA MICKIEWICZA,4,,34-130,KALWARIA ZEBRZYDOWSKA,,338733771,,,,,0,5/24/1991,5/24/1991,www.ckskalwaria.com,biuro@ckstkalwaria.com,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820675,356362138,5521531292,GMINNE CENTRUM KULTURY I CZYTELNICTWA W ZEMBRZYCACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,SUSKI,ZEMBRZYCE,ZEMBRZYCE,,584,,34-210,ZEMBRZYCE,,338746196,,,,,0,11/15/2001,10/1/2001,www.gckiczzembrzyce.pl,gok_zembrzyce@interia.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820674,357197641,5521255774,GMINNY OŚRODEK KULTURY W STRYSZAWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,SUSKI,STRYSZAWA,STRYSZAWA,,740,,34-205,STRYSZAWA,,338747236,,,,338747236,0,9/1/1999,9/1/1999,www.stryszawa.pl,gokstryszawa@poczta.fm,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2164951,357162520,5512622517,CENTRUM KULTURY I WYPOCZYNKU W ANDRYCHOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,WADOWICKI,ANDRYCHÓW,ANDRYCHÓW,UL. STAROWIEJSKA,22 B,,34-120,ANDRYCHÓW,,338753945,,,,338753945,0,2/12/1997,2/12/1997,www.kultura.andrychow.eu,biuro@kultura.andrychow.eu,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'50-99, , , ,,,,,,,
i2820663,70706524,5510007357,GMINNY OŚRODEK KULTURY W WIEPRZU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,WADOWICKI,WIEPRZ,WIEPRZ,UL. CENTRALNA,7,,34-122,WIEPRZ,,338755216,,,,338755216,0,5/29/1996,3/30/1992,,sekretariat@wieprz.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2820654,357231680,5512263745,GMINNY OŚRODEK KULTURY I CZYTELNICTWA,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,WADOWICKI,MUCHARZ,MUCHARZ,,226,,34-106,MUCHARZ,,338761486,,,,338761483,0,9/1/2000,9/1/2000,,gokic@mucharz.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820668,357223657,5511159052,GMINNY OŚRODEK KULTURY W LANCKORONIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,WADOWICKI,LANCKORONA,LANCKORONA,UL. KRAKOWSKA,8,,34-143,LANCKORONA,,338763567,,,,,0,6/30/2000,6/30/2000,,gok_lanckorona@tlen.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820678,357177199,5521253545,BABIOGÓRSKIE CENTRUM KULTURY IM.DR URSZULI JANICKIEJ-KRZYWDY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,SUSKI,ZAWOJA,ZAWOJA,,2000A,N,34-222,ZAWOJA,,338775066,,,,338775066,0,1/10/1994,1/10/1994,www.zawoja.pl,bck@zawoja.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820659,357173155,5512239965,GMINNY OŚRODEK KULTURY W SPYTKOWICACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,WADOWICKI,SPYTKOWICE,SPYTKOWICE,UL. ZAMKOWA,12,,34-116,SPYTKOWICE,,338791555,,,,,0,5/1/2000,4/26/1998,www.gokspytkowice.pl,kultura@gokspytkowice.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820656,1286027,5510012660,CENTRUM KULTURY I PROMOCJI W BRZEŹNICY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,WADOWICKI,BRZEŹNICA,BRZEŹNICA,UL. KRAKOWSKA,107,,34-114,BRZEŹNICA,,338792093,,,,,0,2/11/1988,8/31/1989,www.ckbrzeznica.pl,biuro@ckbrzeznica.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i3372154,357222907,5512240997,GMINNY OŚRODEK KULTURY W STRYSZOWIE Z/S W STRONIU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,WADOWICKI,STRYSZÓW,STRONIE,,260,,34-145,STRONIE,,338797479,,,,338797479,0,6/29/2000,6/29/2000,,biuro@gokstryszow.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2822552,150312810,5080028396,MIEJSKI OŚRODEK KULTURY W PAJĘCZNIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŁÓDZKIE,PAJĘCZAŃSKI,PAJĘCZNO,PAJĘCZNO,UL. WIŚNIOWA,5,,98-330,PAJĘCZNO,,343112587,,,,,0,6/30/1997,1/25/2007,,mok.pajeczno@gmail.com,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i4405898,281306,5771003105,MIEJSKI DOM KULTURY W MYSZKOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,MYSZKOWSKI,MYSZKÓW,MYSZKÓW,UL. 3 MAJA,15,,42-300,MYSZKÓW,,343132659,,,,343131834,0,12/15/1975,2/1/2001,www.mdk-myszkow.pl,d.art@mdk-myszkow.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2714466,287326,5771670439,MIEJSKO-GMINNY OŚRODEK PROMOCJI KULTURY W KOZIEGŁOWACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,MYSZKOWSKI,KOZIEGŁOWY,KOZIEGŁOWY,UL. ŻARECKA,28,,42-350,KOZIEGŁOWY,,343141268,,,,,0,12/15/1975,12/15/1975,,dkkozieglowy@wp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2821096,781397,5770009850,GMINNY OŚRODEK KULTURY IM JANUSZA GNIATKOWSKIEGO W PORAJU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,MYSZKOWSKI,PORAJ,PORAJ,UL. JÓZEFA PIŁSUDSKIEGO,14,,42-360,PORAJ,,343145548,,,,343145548,0,11/1/1977,3/10/1992,www.gokporaj.pl,gok.poraj@op.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2714465,287527,5771687658,MIEJSKO-GMINNY OŚRODEK KULTURY W ŻARKACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,MYSZKOWSKI,ŻARKI,ŻARKI,UL. STANISŁAWA MONIUSZKI,2,,42-310,ŻARKI,,343148037,,,,,0,12/15/1975,12/15/1975,,mgokzarki@op.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2821093,1063540,5771939350,GMINNY OŚRODEK KULTURY W NIEGOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,MYSZKOWSKI,NIEGOWA,NIEGOWA,UL. WOJSKA POLSKIEGO,2,,42-320,NIEGOWA,,343151201,,,,,0,7/1/1983,7/1/2008,,gokniegowa@o2.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i3396020,781345,6492304073,MIEJSKO-GMINNY OŚRODEK KULTURY WE WŁODOWICACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,ZAWIERCIAŃSKI,WŁODOWICE,WŁODOWICE,UL. ŻARECKA,59,,42-421,WŁODOWICE,,343153040,,,,,0,1/1/1978,6/25/2015,www.bip.gok-wlodowice.pl/,gok@wlodowice.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i4405884,281281,5741874137,MIEJSKI OŚRODEK KULTURY IM.WŁADYSŁAWA SEBYŁY W KŁOBUCKU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,KŁOBUCKI,KŁOBUCK,KŁOBUCK,UL. TARGOWA,1,,42-100,KŁOBUCK,,343172991,,,,343172991,0,12/15/1975,11/16/2000,www.mokklobuck.pl,info@mokklobuck.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2821046,240267042,5741970409,GMINNY OŚRODEK KULTURY W KRZEPICACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,KŁOBUCKI,KRZEPICE,KRZEPICE,UL. CZĘSTOCHOWSKA,27,,42-160,KRZEPICE,,343175033,,,,343175033,0,1/2/2006,1/2/2006,,gok.krzepice@op.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i4307819,384038700,5742068800,GMINNE CENTRUM KULTURY W POPOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,KŁOBUCKI,POPÓW,POPÓW,UL. STRAŻACKA,2,,42-110,POPÓW,,343177019,,,,,0,8/1/2019,8/1/2019,www.mgck-izbicakujawska.net.pl/,,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2821038,1063505,5741924036,GMINNY OŚRODEK KULTURY W MIEDŹNIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,KŁOBUCKI,MIEDŹNO,MIEDŹNO,UL. GEN. JULIANA FILIPOWICZA,5,,42-120,MIEDŹNO,,343178071,,,,,0,7/1/1983,7/1/1983,,bpmiedzno@wp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2821041,240246790,5741967637,GMINNY OŚRODEK KULTURY I SPORTU W PANKACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,KŁOBUCKI,PANKI,PANKI,UL. OGRODOWA,11,,42-140,PANKI,,343179223,,,,,0,1/1/2006,11/30/2005,,gokpanki@o2.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2821048,558274,5741932509,GMINNY OŚRODEK KULTURY GMINY LIPIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,KŁOBUCKI,LIPIE,LIPIE,UL. CZĘSTOCHOWSKA,95,,42-165,LIPIE,,343188163,,,,,0,12/15/1975,12/15/1975,,gok_lipie@o2.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2821043,150527604,5741916539,"GMINNY OŚRODEK KULTURY,SPORTU I REKREACJI W PRZYSTAJNI",JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,KŁOBUCKI,PRZYSTAJŃ,PRZYSTAJŃ,UL. TARGOWA,5,,42-141,PRZYSTAJŃ,,343191022,,,,,0,12/15/2003,12/15/2003,www.goksirprzystajn.pl,goksir@goksirprzystajn.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2821039,287958,5741017143,GMINNY OŚRODEK KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,KŁOBUCKI,WRĘCZYCA WIELKA,WRĘCZYCA WIELKA,UL. ŚLĄSKA,20,,42-130,WRĘCZYCA WIELKA,,343192424,,,,,0,12/15/1975,9/16/1996,www.gokwreczycawielka.pl,gok@gokwreczycawielka.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i3504186,243446390,9492196142,MIEJSKI DOM KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,M. CZĘSTOCHOWA,M. CZĘSTOCHOWA,CZĘSTOCHOWA,UL. MJRA WALERIANA ŁUKASIŃSKIEGO,50/68,,42-207,CZĘSTOCHOWA,,343231279,,,,,0,1/2/2014,1/2/2014,,sekretariat@mdk.czest.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'50-99, , , ,,,,,,,
i2821049,150517511,5732238494,"OŚRODEK PROMOCJI KULTURY ""GAUDE MATER""",JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,M. CZĘSTOCHOWA,M. CZĘSTOCHOWA,CZĘSTOCHOWA,UL. GEN. JANA HENRYKA DĄBROWSKIEGO,1,,42-200,CZĘSTOCHOWA,,343243638,,,,343651760,0,1/16/1992,1/1/1992,www.gaudemater.pl,biuro@gaudemater.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
