Nazwa Firmy,Województwo,Powiat,Gmina,Miejscowość,Ulica,Numer Domu,Numer Lokalu,Kod Pocztowy,Poczta,Telefon ,Adres WWW,Adres Email
Miejski Dom Kultury,Mazowieckie,Mławski,Mława,Mława,Ul. Stary Rynek,13,,06-500,Mława,236543585,www.mdkmlawa.com,mdk.mlawa@wp.pl
Miejsko -Gminny Ośrodek Kultury Im.Władysława Stanisława Reymonta W Kowalewie Pomorskim,Kujawsko-Pomorskie,Golubsko-Dobrzyński,Kowalewo Pomorskie,Kowalewo Pomorskie,Pl. Wolności,13,,87-410,Kowalewo Pomorskie,566841174,,mgok@kowalewopomorskie.pl
Miejsko-Gminny Ośrodek Kultury W Nowogrodzie,Podlaskie,Łomżyński,Nowogród,Nowogród,Ul. Łomżyńska,13,,18-414,Nowogród,862175545,,mgoknowogrod15@wp.pl
Miejsko-Gminny Ośrodek Kultury,Wielkopolskie,Słupecki,Zagórów,Zagórów,Ul. Wojska Polskiego,13,,62-410,Zagórów,632748110,,mgokzagorow@op.pl
Miejski Ośrodek Animacji Kultury W Wasilkowie,Podlaskie,Białostocki,Wasilków,Wasilków,Ul. Żurawia,13,,16-010,Wasilków,857333567,,moak@wasilkow.pl
"Miejski Ośrodek Kultury, Sportu I Akywności Lokalnej",Dolnośląskie,Jeleniogórski,Szklarska Poręba,Szklarska Poręba,Ul. Juliusza Słowackiego,13,,58-580,Szklarska Poręba,757174836,www.szklarskaporeba.pl,moksial@szklarskaporeba.pl
Gminny Ośrodek Kultury Sportu I Turystyki W Suchowoli,Podlaskie,Sokólski,Suchowola,Suchowola,Plac Kościuszki,13,,16-150,Suchowola,857229413,,ok.suchowola@wp.pl
Powiatowe Centrum Kultury W Nowym Targu,Małopolskie,Nowotarski,Nowy Targ,Nowy Targ,Pl. Juliusza Słowackiego,13,,34-400,Nowy Targ,182662785,www.pck.nowotarski.pl,promocja@nowotarski.pl
Żuławski Ośrodek Kultury W Nowym Dworze Gd.,Pomorskie,Nowodworski,Nowy Dwór Gdański,Nowy Dwór Gdański,Ul. Gen. Władysława Sikorskiego,21,,82-100,Nowy Dwór Gdański,582472230,www.zok.zokndg.webd.pro/,zok@zok-ndg.pl
Centrum Kultury Podgórza W Krakowie,Małopolskie,M. Kraków,Kraków-Podgórze,Kraków,Ul. Sokolska,13,,30-510,Kraków,126563670,www.ckpodgorza.pl/,sekretariat@ckpodgorza.pl
Dom Kultury W Górze,Dolnośląskie,Górowski,Góra,Góra,Ul. Armii Polskiej,13,,56-200,Góra,655432320,www.dkgora.com.pl,sekretariat@dkgora.com.pl
Miejsko-Gminny Ośrodek Kultury,Podlaskie,Siemiatycki,Drohiczyn,Drohiczyn,Ul. Józefa Ignacego Kraszewskiego,13,,17-312,Drohiczyn,856557069,www.drohiczyn.pl,sekretariat@kultura-drohiczyn.pl
Młodzieżowy Dom Kultury,Śląskie,M. Chorzów,M. Chorzów,Chorzów,Ul. Józefa Lompy,13,,41-500,Chorzów,322413180,,sekretariat@mdkchorzow.pl
Zamojski Dom Kultury W Zamościu,Lubelskie,Zamojski,Zamość,Zamość,Ul. Partyzantów,13,,22-400,Zamość,846392021,www.zdk.zamosc.pl,sekretariat@zdk.zamosc.pl
Szubiński Dom Kultury,Kujawsko-Pomorskie,Nakielski,Szubin,Szubin,Ul. Kcyńska,13,,89-200,Szubin,503088739,www.szdk-szubin.pl,szdk@szdk-szubin.pl
Gminny Ośrodek Kultury,Warmińsko-Mazurskie,Szczycieński,Wielbark,Wielbark,Ul. Wojciecha Kętrzyńskiego,13,,12-160,Wielbark,896218204,,wielgok@wp.pl
Świetlica Środowiskowa W Leśnych Odpadkach,Łódzkie,Łódzki Wschodni,Brójce,Leśne Odpadki,,13,,95-006,Brójce,,,
Dom Kultury W Strykowie - Filia W Niesułkowie,Łódzkie,Zgierski,Stryków,Niesułków-Kolonia,,13,,95-010,Stryków,,,
Gminny Ośrodek Kultury I Sportu W Małdytach,Warmińsko-Mazurskie,Ostródzki,Małdyty,Małdyty,Ul. Kopernika,13 B,,14-330,Małdyty,897586134,,gok.maldyty@wp.pl
Staromiejskie Centrum Kultury Młodzieży W Krakowie,Małopolskie,M. Kraków,Kraków-Śródmieście,Kraków,Ul. Hieronima Wietora,13-15,,31-067,Kraków,124305090,www.sckm.krakow.pl,sckm@mjo.krakow.pl
Regionalny Ośrodek Kultury W Częstochowie,Śląskie,M. Częstochowa,M. Częstochowa,Częstochowa,Ul. Michała Kleofasa Ogińskiego,"13""A""",,42-200,Częstochowa,343668911,www.rok.czestochowa.pl,rok@rok.czestochowa.pl
Gminna Biblioteka I Ośrodek Kultury W Niedźwiedziu,Małopolskie,Limanowski,Niedźwiedź,Niedźwiedź,,130,,34-735,Niedźwiedź,183317099,www.gbiokniedzwiedz.pl,kontakt@gbiokniedzwiedz.pl
Gminny Ośrodek Kultury W Tomaszowie Lubelskim Z/S Podhorce,Lubelskie,Tomaszowski,Tomaszów Lubelski,Podhorce,,130,,22-600,Tomaszów Lubelski,846664606,,sekretariat@tomaszowlubelski.pl
Gminny Ośrodek Kultury W Lubeni,Podkarpackie,Rzeszowski,Lubenia,Lubenia,,131,,36-042,Lubenia,178710023,www.lubenia.pl,goklubenia@o2.pl
Gminne Centrum Kultury W Radomyślu Nad Sanem Z Siedzibą W Chwałowicach,Podkarpackie,Stalowowolski,Radomyśl Nad Sanem,Chwałowice,,132,,37-455,Radomyśl Nad Sanem,158453607,,kulturarad@interia.pl
Gminne Centrum Kultury I Turystyki W Koszarawie,Śląskie,Żywiecki,Koszarawa,Koszarawa,,133,STRAŻNICA W KOSZARAWIE,34-332,Koszarawa,338639412,www.gokkoszarawa.pl/,gok@gokkoszarawa.pl
Gminny Ośrodek Kultury W Żelazkowie,Wielkopolskie,Kaliski,Żelazków,Żelazków,,134,,62-817,Żelazków,627691300,www.gokzelazkow.pl,goksir7@wp.pl
Gminny Ośrodek Kultury Sportu I Rekreacji,Śląskie,Częstochowski,Kamienica Polska,Kamienica Polska,Ul. Marii Konopnickiej,135A,,42-260,Kamienica Polska,343273212,www.goksirkp.pl/kontakt/,
Ośrodek Kultury W Wiśniowej,Podkarpackie,Strzyżowski,Wiśniowa,Wiśniowa,,136,,38-124,Wiśniowa,172775393,www.wisniowa.pl,gok_wisniowa@o2.pl
Gminny Ośrodek Kultury I Sportu W Słupi,Łódzkie,Skierniewicki,Słupia,Słupia,,136,,96-128,Słupia,468315591,,gokisslupia@gmail.com
Gminny Ośrodek Kultury Regionalnej Kościelisko,Małopolskie,Tatrzański,Kościelisko,Kościelisko,Ul. Nędzy-Kubińca,136,,34-511,Kościelisko,660554107,,gokr@gminakoscielisko.pl
"Miejski Dom Kultury ""Południe"" - Filia Nr 1",Śląskie,M. Katowice,M. Katowice,Katowice,Ul. Gen. Zygmunta Waltera Jankego,136,,40-613,Katowice,322059281,,piotrowice@mdkpoludnie.com
Gminny Ośrodek Kultury W Jasienicy,Śląskie,Bielski,Jasienica,Jasienica,,1360,,43-385,Jasienica,338212056,www.gokjasienica.pl,gokjasienica.pl
Centrum Kultury W Świeciu,Kujawsko-Pomorskie,Świecki,Świecie,Świecie,Ul. Wojska Polskiego,139,,86-100,Świecie,523312720,www.oksir.com.pl,sekretariat@oksir.eu
Biblioteka I Kultura W Zawadzkiem,Opolskie,Strzelecki,Zawadzkie,Zawadzkie,Ul. Dębowa,13A,,47-120,Zawadzkie,774623171,,dyrektor@kultura-zawadzkie.pl
Iławskie Centrum Kultury,Warmińsko-Mazurskie,Iławski,Iława,Iława,Ul. Niepodległości,13A,,14-200,Iława,896491631,www.ickilawa.pl,sekretariat@ickilawa.pl
Opatowski Ośrodek Kultury,Świętokrzyskie,Opatowski,Opatów,Opatów,Ul. Partyzantów,13B,,27-500,Opatów,158682012,www.ookopatow.pl,ookopatow@gmail.com
Miejsko-Gminny Ośrodek Kultury,Śląskie,Cieszyński,Strumień,Strumień,Ul. Młyńska,14,,43-246,Strumień,338570174,www.emgok.pl,biuro@emgok.pl
Gminne Centrum Kultury Im.Anny Sojko,Dolnośląskie,Oleśnicki,Dobroszyce,Dobroszyce,Ul. Parkowa,14,,56-410,Dobroszyce,713141289,www.gckdobroszyce.pl,biuro@gckdobroszyce.pl
Gminny Ośrodek Kultury I Sportu W Zapolicach,Łódzkie,Zduńskowolski,Zapolice,Zapolice,Ul. Główna,14,,98-161,Zapolice,438231986,www.gokiszapolice.pl,biuro@gokiszapolice.pl
Ośrodek Kultury W Swarzędzu,Wielkopolskie,Poznański,Swarzędz,Swarzędz,Ul. Poznańska,14,,62-020,Swarzędz,616510219,www.ok-swarzedz.pl,biuro@ok-swarzedz.pl
Centrum Kultury,Lubelskie,Lubartowski,Ostrów Lubelski,Ostrów Lubelski,Ul. Partyzantów,14,,21-110,Ostrów Lubelski,818520037,,ckultury@wp.pl
Nadbałtyckie Centrum Kultury W Gdańsku,Pomorskie,M. Gdańsk,M. Gdańsk,Gdańsk,Ul. Korzenna,33,35,80-851,Gdańsk,583011051,www.nck.org.pl,sekretariat@nck.org.pl
Miejsko-Gminny Dom Kultury W Lewinie Brzeskim,Opolskie,Brzeski,Lewin Brzeski,Lewin Brzeski,Ul. Rynek,14,,49-340,Lewin Brzeski,774042300,,dklewinbrzeski@tlen.pl
"Dom Kultury ""Wygoda"" W Dzielnicy Rembertów",Mazowieckie,M. St. Warszawa,Rembertów,Warszawa,Ul. Koniecpolska,14,,04-267,Warszawa,228120633,www.dkwygoda.waw.pl,dkwygoda@op.pl
Gminny Ośrodek Kultury I Sportu W Łyszkowicach,Łódzkie,Łowicki,Łyszkowice,Łyszkowice,Ul. Gminna,14,,99-420,Łyszkowice,468388737,,dyrektor@gokis.lyszkowice.pl
Gminny Ośrodek Kultury W Srokowie,Warmińsko-Mazurskie,Kętrzyński,Srokowo,Srokowo,Pl. Rynkowy,14,,11-420,Srokowo,897534051,www.goksrokowo.pl,dyrektor@goksrokowo.pl
Młodzieżowy Dom Kultury Im. Janusza Korczaka W Inowrocławiu,Kujawsko-Pomorskie,Inowrocławski,Inowrocław,Inowrocław,Ul. Najświętszej Marii Panny,14,16,88-100,Inowrocław,523070170,www.mdk-inowroclaw.pl,dyrektor@mdk-inowroclaw.pl
Gubiński Dom Kultury,Lubuskie,Krośnieński,Gubin,Gubin,Ul. Westerplatte,14,,66-620,Gubin,684558169,,gdkrelax@op.pl
Gminny Ośrodek Kultury Im Janusza Gniatkowskiego W Poraju,Śląskie,Myszkowski,Poraj,Poraj,Ul. Józefa Piłsudskiego,14,,42-360,Poraj,343145548,www.gokporaj.pl,gok.poraj@op.pl
Miejsko-Gminny Ośrodek Kultury W Bolimowie,Łódzkie,Skierniewicki,Bolimów,Bolimów,Ul. Rynek Kościuszki,14,,99-417,Bolimów,508603286,www.gok.bolimow.pl/,gok@bolimow.pl
Gminny Ośrodek Kultury W Klukowie,Podlaskie,Wysokomazowiecki,Klukowo,Klukowo,Ul. Mazowiecka,14,,18-214,Klukowo,864782222,,gok@klukowo.pl
Gminny Ośrodek Kultury W Sławatyczach,Lubelskie,Bialski,Sławatycze,Sławatycze,Ul. Rynek,14,,21-515,Sławatycze,833783358,www.slawatycze-gmina.pl,gok@slawatycze.pl
Gminny Ośrodek Kultury W Jaświłach,Podlaskie,Moniecki,Jaświły,Jaświły,,14,,19-124,Jaświły,867168743,www.jaswily.pl,gok14jaswily@o2.pl
Centrum Kultury W Kamionce,Lubelskie,Lubartowski,Kamionka,Kamionka,Ul. Grobelna,14,,21-132,Kamionka,818527154,,gokk-kapl@wp.pl
Gminny Ośrodek Kultury W Wilczynie Im. Antoniego Szulczyńskiego,Wielkopolskie,Koniński,Wilczyn,Wilczyn,Ul. Rynek,14,,62-550,Wilczyn,632683066,,gokwilczyn@wp.pl
"Gminny Ośrodek Kultury , Sportu I Turystyki W Starej Kiszewie",Pomorskie,Kościerski,Stara Kiszewa,Stara Kiszewa,Ul. Tysiąclecia,25 A,,83-430,Stara Kiszewa,583080000,,goksit@starakiszewa.pl
Ośrodek Kultury W Miliczu,Dolnośląskie,Milicki,Milicz,Milicz,Ul. Marsz. Józefa Piłsudskiego,14,,56-300,Milicz,713841124,www.kultura-milicz.pl,kontakt@kultura-milicz.pl
Centrum Kultury I Sztuki,Pomorskie,Tczewski,Tczew,Tczew,Ul. Stefana Kardynała Wyszyńskiego,10,,83-110,Tczew,585310707,www.tck.tczew.pl,tck@tck.tczew.pl
"Miejskie Centrum Kultury,Sportu I Rekreacji Imienia Ryszarda Kaczorowskiego W Raciążu",Mazowieckie,Płoński,Raciąż,Raciąż,Ul. Parkowa,14,,09-140,Raciąż,236791078,www.mckraciaz.pl,sekretariat@mckraciaz.pl
Miejski Ośrodek Kultury Im. Zbigniewa Herberta W Pabianicach,Łódzkie,Pabianicki,Pabianice,Pabianice,Ul. Tadeusza Kościuszki,14,,95-200,Pabianice,728992885,www.mokpabianice.eu,sekretariat@mokpabianice.eu
Centrum Kultury I Sportu W Kietrzu,Opolskie,Głubczycki,Kietrz,Kietrz,Ul. Wojska Polskiego,14,,48-130,Kietrz,774854404,,sekretariat@tkalniakietrz.pl
Miejski Ośrodek Kultury,Śląskie,Będziński,Sławków,Sławków,Ul. Młyńska,14,,41-260,Sławków,322931052,,sekretariatmok@mok.slawkow.pl
Samorządowy Ośrodek Kultury W Cmolasie,Podkarpackie,Kolbuszowski,Cmolas,Cmolas,Ul. Lasowiacka,14,,36-105,Cmolas,172837295,www.sok.cmolas.org/,sok.cmolas@o2.pl
Węgorzewskie Centrum Kultury W Węgorzewie,Warmińsko-Mazurskie,Węgorzewski,Węgorzewo,Węgorzewo,Ul. Generała Józefa Bema,14,,11-600,Węgorzewo,874272641,,wck@wegorzewo.pl
"Centrum Kultury ""Zamek"" W Kożuchowie",Lubuskie,Nowosolski,Kożuchów,Kożuchów,Ul. Klasztorna,14,,67-120,Kożuchów,683553536,,zamek@kozuchow.pl
Szyb Staszic W Tarnowskich Górach,Śląskie,Tarnogórski,Tarnowskie Góry,Tarnowskie Góry,Ul. Rynek,14,,42-600,Tarnowskie Góry,,,
Centrum Kultury W Paszowicach,Dolnośląskie,Jaworski,Paszowice,Paszowice,,142,,59-411,Paszowice,768701113,www.gok.paszowice.pl,gok@paszowice.pl
Gminne Centrum Kultury I Czytelnictwa,Małopolskie,Dąbrowski,Gręboszów,Gręboszów,,143,,33-260,Gręboszów,146416016,www.gck.greboszow.pl,gckgreboszow@interia.pl
Samorządowy Ośrodek Kultury,Warmińsko-Mazurskie,Nidzicki,Janowiec Kościelny,Janowiec Kościelny,,148,,13-111,Janowiec Kościelny,896262089,,sok@janowiec.com.pl
Centrum Kultury Gminy Markowa,Podkarpackie,Łańcucki,Markowa,Markowa,,1491,,37-120,Markowa,172265346,www.ckgm.pl,kultura@ckgm.pl
Gminny Ośrodek Kultury W Chłopicach,Podkarpackie,Jarosławski,Chłopice,Chłopice,,149A,,37-561,Chłopice,166222625,,gok.chlopice@interia.pl
Gminne Centrum Kultury W Dąbrówce,Mazowieckie,Wołomiński,Dąbrówka,Dąbrówka,Ul. Tadeusza Kościuszki,14A,,05-252,Dąbrówka,297578512,,biblioteka@gckdabrowka.net.pl
Gminne Centrum Kultury W Spytkowicach,Małopolskie,Nowotarski,Spytkowice,Spytkowice,,14A,,34-745,Spytkowice,182688153,,gck@spytkowice.pl
Gminny Ośrodek Kultury W Górznie,Kujawsko-Pomorskie,Brodnicki,Górzno,Górzno,Ul. Rynek,14A,,87-320,Górzno,564989253,www.gok.gorzno.pl/,gok@gorzno.pl
Ośrodek Kultury I Sportu W Bierutowie,Dolnośląskie,Oleśnicki,Bierutów,Bierutów,Ul. Przyjaciół Żołnierza,14A,,56-420,Bierutów,713146471,,mgok.bierutow@op.pl
Młodzieżowy Dom Kultury Nr 2 W Lublinie,Lubelskie,M. Lublin,M. Lublin,Lublin,Ul. Bernardyńska,14A,,20-950,Lublin,815320853,www.mdk.lublin.pl,poczta@mdk2.lublin.eu
Dom Kultury W Subkowach,Pomorskie,Tczewski,Subkowy,Subkowy,Ul. Józefa Wybickiego,22 A,,83-120,Subkowy,585368523,,domkultury@dk.subkowy.pl
Konstanciński Dom Kultury,Mazowieckie,Piaseczyński,Konstancin-Jeziorna,Konstancin-Jeziorna,Ul. Mostowa,15,,05-510,Konstancin-Jeziorna,224842020,www.hugonowka.pl,biuro@hugonowka.pl
Miejsko-Gminny Ośrodek Kultury W Margoninie,Wielkopolskie,Chodzieski,Margonin,Margonin,Ul. Powstańców Wielkopolskich,15,,64-830,Margonin,672846119,,biuro@kulturalnymargonin.pl
Powiatowa Instytucja Kultury W Legionowie,Mazowieckie,Legionowski,Legionowo,Legionowo,Ul. Gen. Józefa Sowińskiego,15,,05-120,Legionowo,227742144,www.pik.legionowski.pl/m-kontakt.html,biuro@pik.legionowski.pl
Żniński Dom Kultury,Kujawsko-Pomorskie,Żniński,Żnin,Żnin,Ul. Pocztowa,15,,88-400,Żnin,523020517,www.zninskidomkultury.pl,biuro@zninskidomkultury.pl
"Centrum Kultury, Sportu I Promocji W Pyzdrach",Wielkopolskie,Wrzesiński,Pyzdry,Pyzdry,Ul. Kilińskiego,15,,62-310,Pyzdry,632768207,,cksir@cksir-skala.pl
Miejski Dom Kultury W Myszkowie,Śląskie,Myszkowski,Myszków,Myszków,Ul. 3 Maja,15,,42-300,Myszków,343132659,www.mdk-myszkow.pl,d.art@mdk-myszkow.pl
Centrum Kultury Książ Wielkopolski,Wielkopolskie,Śremski,Książ Wielkopolski,Książ Wielkopolski,Ul. Zakrzewska,15,,63-130,Książ Wielkopolski,612822616,www.ck-ksiazwlkp.pl,dyrektor@ck-ksiazwlkp.pl
Miejsko - Gminne Centrum Kultury W Stopnicy,Świętokrzyskie,Buski,Stopnica,Stopnica,Ul. Kazimierza Wielkiego,15,,28-130,Stopnica,413779850,www.mck.stopnica.pl,gck@stopnica.pl
Gminne Centrum Kultury W Wiązownicy,Podkarpackie,Jarosławski,Wiązownica,Wiązownica,Ul. Warszawska,15,1,37-522,Wiązownica,166223831,,gck210@op.pl
Gminny Ośrodek Kultury W Kaliskach,Pomorskie,Starogardzki,Kaliska,Kaliska,Ul. Długa,18,,83-260,Kaliska,585609245,,gok@gok.kaliska.pl
Gminny Ośrodek Kultury W Dwikozach,Świętokrzyskie,Sandomierski,Dwikozy,Dwikozy,Ul. Spółdzielcza,15,,27-620,Dwikozy,158311815,www.gok.dwikozy.gmina.pl,gok@dwikozy.gmina.pl
Gminny Ośrodek Kultury W Słońsku,Lubuskie,Sulęciński,Słońsk,Słońsk,Ul. Sikorskiego,15,,66-436,Słońsk,957572271,,gok@slonsk.pl
Gminny Ośrodek Kultury W Konecku,Kujawsko-Pomorskie,Aleksandrowski,Koneck,Koneck,Ul. Włodzimierza Lubańskiego,15,,87-702,Koneck,542722026,,gokkoneck@wp.pl
Gminny Ośrodek Kultury W Raczkach,Podlaskie,Suwalski,Raczki,Raczki,Plac Kościuszki,15,,16-420,Raczki,875685140,www.gok.raczki.pl,gokraczki@op.pl
Gminny Ośrodek Kultury W Padwii Narodowej,Podkarpackie,Mielecki,Padew Narodowa,Padew Narodowa,Ul. Rynek,15,,39-340,Padew Narodowa,158119945,www.gokpadew.pl,jozefd2@tlen.pl
Gminny Ośrodek Kultury,Śląskie,Częstochowski,Olsztyn,Olsztyn,Plac Im. Marszałka Józefa Piłsudskiego,15,,42-256,Olsztyn,343285313,,knapik.aneta@interia.pl
Miejsko-Gminny Ośrodek Kultury W Międzylesiu,Dolnośląskie,Kłodzki,Międzylesie,Międzylesie,Pl. Wolności,15,,57-530,Międzylesie,748126343,www.mgok.eu,kontakt@mgok.eu
Centrum Kultury I Spotkań Europejskich,Zachodniopomorskie,Białogardzki,Białogard,Białogard,Ul. 1 Maja,15,,78-200,Białogard,501223314,,kultura@bialogard.info
Leśnicki Ośrodek Kultury I Rekreacji W Leśnicy,Opolskie,Strzelecki,Leśnica,Leśnica,Ul. Nad Wodą,15,,47-150,Leśnica,774615391,,lokir@lesnica.pl
Miejski Dom Kultury W Przedborzu,Łódzkie,Radomszczański,Przedbórz,Przedbórz,Ul. Rynek,15,,97-570,Przedbórz,447812515,,mdk_przedborz@o2.pl
Młodzieżowy Dom Kultury Im. Andrzeja Bursy W Krakowie,Małopolskie,M. Kraków,Kraków-Nowa Huta,Kraków,Osiedle Tysiąclecia,15,,31-606,Kraków,126484995,www.mdk.krakow.pl,mdk@mdk.krakow.pl
Miejski Dom Kultury W Łańcucie,Podkarpackie,Łańcucki,Łańcut,Łańcut,Ul. Tadeusza Kościuszki,15,,37-100,Łańcut,172252294,,mdklancut@wp.pl
Młodzieżowy Dom Kultury,Mazowieckie,Żyrardowski,Żyrardów,Żyrardów,Ul. Stanisława Moniuszki,15,,96-300,Żyrardów,468554514,www.mlodek.pl,mlodek@vp.pl
Ośrodek Kultury I Turystyki,Zachodniopomorskie,Szczecinecki,Barwice,Barwice,Ul. Wojska Polskiego,15,,78-460,Barwice,943736025,www.okitbarwice.naszgok.pl,okit-b@wp.pl
Powiatowy Młodzieżowy Dom Kultury W Starym Sączu,Małopolskie,Nowosądecki,Stary Sącz,Stary Sącz,Ul. Partyzantów,15,,33-340,Stary Sącz,184462255,www.pmdkstarysacz.pl,pmdk@pro.onet.pl
Wolborskie Centrum Kultury Im.Andrzeja Frycza Modrzewskiego,Łódzkie,Piotrkowski,Wolbórz,Wolbórz,Ul. Modrzewskiego,15,,97-320,Wolbórz,446164405,www.wckwolborz.eu,poczta@wckwolborz.eu
"Tatrzańska Agencja Rozwoju, Promocji I Kultury",Małopolskie,Tatrzański,Zakopane,Zakopane,Ul. Chramcówki,15,,34-500,Zakopane,182061320,www.tatry.pl,promocja@tatry.pl
Służewski Dom Kultury W Dzielnicy Mokotów M.St. Warszawy,Mazowieckie,M. St. Warszawa,Mokotów,Warszawa,Ul. Jana Sebastiana Bacha,15,,02-743,Warszawa,228439101,www.sdk.waw.pl,sdk@sdk.waw.pl
Centrum Kultury W Siechnicach,Dolnośląskie,Wrocławski,Siechnice,Siechnice,Ul. Fabryczna,15,,55-011,Siechnice,713113997,www.gock.morisson.eu,sekretariat@kultura-siechnice.pl
Miejsko - Gminny Ośrodek Kultury W Wyrzysku,Wielkopolskie,Pilski,Wyrzysk,Wyrzysk,Ul. Kościuszki,15,,89-300,Wyrzysk,672862753,www.mgokwyrzysk.w.interia.pl,sekretariat@mgokwyrzysk.pl
Centrum Kultury I Biblioteka W Wodzisławiu,Świętokrzyskie,Jędrzejowski,Wodzisław,Wodzisław,Ul. Plac Wolności,15,,28-330,Wodzisław,,,sekretariat@ugwodzislaw.pl
Samorządowy Ośrodek Kultury W Komarowie Osadzie,Lubelskie,Zamojski,Komarów-Osada,Komarów-Osada,Ul. Rynek,15,,22-435,Komarów-Osada,846153219,,sokbib@wp.pl
Starogardzkie Centrum Kultury,Pomorskie,Starogardzki,Starogard Gdański,Starogard Gdański,Aleja Jana Pawła Ii,3,,83-200,Starogard Gdański,585612945,www.sck.art.pl,sekretariat.sck@gmail.com
Gminny Ośrodek Kultury Gminy Zamość Z/S W Wysokiem,Lubelskie,Zamojski,Zamość,Wysokie,,154,,22-400,Zamość,846270083,,gok@gminazamosc.pl
Gminne Centrum Kultury I Promocji W Drwini Z Siedzibą W Grobli,Małopolskie,Bocheński,Drwinia,Grobla,,155,,32-708,Dziewin,122817044,,gckipgrobla@interia.pl
Gminne Centrum Kultury I Czytelnictwa W Szerzynach,Małopolskie,Tarnowski,Szerzyny,Szerzyny,,159,,38-246,Szerzyny,146517446,,kulturaszerzyny@onet.eu
Gminny Ośrodek Kultury I Rekreacji W Siedliszczu,Lubelskie,Chełmski,Siedliszcze,Siedliszcze,Ul. Szpitalna,15A,,22-130,Siedliszcze,825692203,,gok@buziaczek.pl
Gminne Centrum Kultury W Krasnymstawie Z Siedzibą W Siennicy Nadolnej,Lubelskie,Krasnostawski,Krasnystaw,Siennica Nadolna,,15D,,22-302,Siennica Nadolna,825770625,www.gck.p9.pl,kontakt@gck.p9.pl
Biłgorajskie Centrum Kultury,Lubelskie,Biłgorajski,Biłgoraj,Biłgoraj,Ul. Tadeusza Kościuszki,16,,23-400,Biłgoraj,846860415,www.bck.lbl.pl,bck@lbl.pl
Centrum Kultury Białoruskiej W Białymstoku,Podlaskie,M. Białystok,M. Białystok,Białystok,Ul. Jana Kilińskiego,16,2/07,15-089,Białystok,537742000,www.ckb.bialystok.pl,biuro@ckb.bialystok.pl
"Gminny Ośrodek Kultury, Sportu I Rekreacji Im.Stanisława Muchy",Pomorskie,Starogardzki,Smętowo Graniczne,Smętowo Graniczne,Ul. Sportowa,7,,83-230,Smętowo Graniczne,585619097,www.goksirsmetowo.pl,kultura@goksirsmetowo.pl
Centrum Kultury Wielichowo,Wielkopolskie,Grodziski,Wielichowo,Wielichowo,Ul. Pocztowa,16,,64-050,Wielichowo,614433199,,biuro@ckwielichowo.pl
Gminne Centrum Kultury I Biblioteka W Przemęcie,Wielkopolskie,Wolsztyński,Przemęt,Przemęt,Ul. Jagiellońska,16,,64-234,Przemęt,656193485,www.gckib.org.pl/kontakt/,biuro@gckib.org.pl
Gminny Ośrodek Kultury W Augustowie Z/S W Żarnowie,Podlaskie,Augustowski,Augustów,Żarnowo Drugie,,16,,16-300,Augustów,876436950,www.centrum-zarnowo.pl,centrum@centrum-zarnowo.pl
Centrum Kultury W Resku,Zachodniopomorskie,Łobeski,Resko,Resko,Ul. Wojska Polskiego,16,,72-315,Resko,913951338,,centrumkulturyresko@wp.pl
"Centrum Kultury, Sportu I Turystyki W Lubyczy Królewskiej",Lubelskie,Tomaszowski,Lubycza Królewska,Lubycza Królewska,Ul. Jana Iii Sobieskiego,16,,22-680,Lubycza Królewska,846617002,,cksit@lubycza.pl
Centrum Kultury,Dolnośląskie,Oleśnicki,Syców,Syców,Ul. Kościelna,16,,56-500,Syców,627855153,,cksycow@poczta.onet.pl
Gminne Centrum Kultury W Żabnie,Małopolskie,Tarnowski,Żabno,Żabno,Ul. Władysława Jagiełły,16,,33-240,Żabno,146456679,www.ckzabno.nazwa.pl,ckzabno@onet.pl
Ośrodek Kultury I Rekreacji,Opolskie,Brzeski,Grodków,Grodków,Ul. Kasztanowa,16,,49-200,Grodków,774155329,www.okir.pl,dekgrodkow@interia.pl
"Gminny Ośrodek Kultury, Sportu I Rekreacji W Bobowie",Pomorskie,Starogardzki,Bobowo,Bobowo,Ul. Gdańska,15,,83-212,Bobowo,585651766,,szczepan1202@wp.pl
Kazimierski Ośrodek Kultury W Kazimierzy Wielkiej,Świętokrzyskie,Kazimierski,Kazimierza Wielka,Kazimierza Wielka,Ul. 1 Maja,16,,28-500,Kazimierza Wielka,413501099,www.kokkw.pl,domkulturykw@wp.pl
Gminne Centrum Kultury W Gizałkach,Wielkopolskie,Pleszewski,Gizałki,Tomice,Ul. Wrzesińska,16,,63-308,Gizałki,627411517,,gck-gizalki@wp.pl
Gminny Dom Kultury W Lini,Pomorskie,Wejherowski,Linia,Linia,Ul. Turystyczna,3,,84-223,Linia,585728164,,gok@gminalinia.com.pl
Gminny Dom Kultury,Śląskie,Pszczyński,Kobiór,Kobiór,Ul. Centralna,16,,43-210,Kobiór,322188211,,gdkkobior@interia.pl
Gminne Centrum Kultury I Biblioteka Publiczna W Konopnicy,Łódzkie,Wieluński,Konopnica,Konopnica,Ul. Parkowa,16,,98-313,Konopnica,438424495,,gminnabiblioteka@poczta.onet.pl
Gminny Ośrodek Kultury,Podkarpackie,Przeworski,Jawornik Polski,Jawornik Polski,Ul. Rzeszowska,16,,37-232,Jawornik Polski,166514008,,gok.jp@wp.pl
